Time (s),PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,TOTAL_FORCE_X,TOTAL_FORCE_Y,TOTAL_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z
"                 489",-2.633978558564e+01,-7.145510064158e+00,1.666059270879e+02,-2.627711336360e+01,-7.167039103266e+00,1.755683280028e+02,6.267222203976e-02,-2.152903910794e-02,8.962400914903e+00
"                 490",-2.685623028979e+01,-6.874978191130e+00,1.665348794018e+02,-2.679438147394e+01,-6.896117524095e+00,1.754943423957e+02,6.184881585706e-02,-2.113933296498e-02,8.959462993946e+00
"                 491",-2.733753333387e+01,-6.654773291659e+00,1.664571429827e+02,-2.727693511643e+01,-6.675386764067e+00,1.754134952003e+02,6.059821744470e-02,-2.061347240733e-02,8.956352217623e+00
"                 492",-2.752839936603e+01,-6.564971870969e+00,1.663830872423e+02,-2.746888682796e+01,-6.585313963579e+00,1.753364211802e+02,5.951253807653e-02,-2.034209260985e-02,8.953333937903e+00
"                 493",-2.759431658194e+01,-6.548271285452e+00,1.663287420322e+02,-2.753606885958e+01,-6.568317296708e+00,1.752789996721e+02,5.824772235501e-02,-2.004601125506e-02,8.950257639901e+00
"                 494",-2.780054690974e+01,-6.518371168658e+00,1.662822565467e+02,-2.774321868084e+01,-6.538298286376e+00,1.752299854927e+02,5.732822890453e-02,-1.992711771770e-02,8.947728946004e+00
"                 495",-2.817209906224e+01,-6.445550408557e+00,1.662316388856e+02,-2.811606504602e+01,-6.465411212713e+00,1.751769878536e+02,5.603401621883e-02,-1.986080415633e-02,8.945348968053e+00
"                 496",-2.840388817918e+01,-6.395314426684e+00,1.661769093768e+02,-2.834883615262e+01,-6.415063021416e+00,1.751205520011e+02,5.505202656094e-02,-1.974859473150e-02,8.943642624364e+00
"                 497",-2.844909356503e+01,-6.417669905871e+00,1.661339525290e+02,-2.839543452820e+01,-6.437608074381e+00,1.750761874954e+02,5.365903682729e-02,-1.993816851062e-02,8.942234966333e+00
"                 498",-2.854852975875e+01,-6.460253014405e+00,1.660878766954e+02,-2.849588699599e+01,-6.480375002978e+00,1.750292330793e+02,5.264276276479e-02,-2.012198857253e-02,8.941356383882e+00
"                 499",-2.872503225823e+01,-6.590835641413e+00,1.660424056264e+02,-2.867375036182e+01,-6.611483868995e+00,1.749828004356e+02,5.128189641063e-02,-2.064822758218e-02,8.940394809193e+00
"                 500",-2.895425888515e+01,-6.781387065978e+00,1.659971542182e+02,-2.890394965965e+01,-6.802487666361e+00,1.749371018624e+02,5.030922550627e-02,-2.110060038311e-02,8.939947644115e+00
"                 501",-2.907027769896e+01,-7.039471586250e+00,1.659694450899e+02,-2.902133889666e+01,-7.061378917818e+00,1.749089911562e+02,4.893880229893e-02,-2.190733156723e-02,8.939546066320e+00
"                 502",-2.912391660873e+01,-7.426928934757e+00,1.659342569475e+02,-2.907589720444e+01,-7.449464088854e+00,1.748740534433e+02,4.801940428920e-02,-2.253515409720e-02,8.939796495771e+00
"                 503",-2.916821005534e+01,-7.925177423206e+00,1.659048253788e+02,-2.912119592291e+01,-7.948663242667e+00,1.748443165845e+02,4.701413243722e-02,-2.348581946095e-02,8.939491205744e+00
"                 504",-2.938996060694e+01,-8.246044519067e+00,1.658699380423e+02,-2.934343540868e+01,-8.270312981732e+00,1.748094962380e+02,4.652519826136e-02,-2.426846266479e-02,8.939558195683e+00
"                 505",-2.974089231311e+01,-8.546900386977e+00,1.658523121457e+02,-2.969519160381e+01,-8.572120139128e+00,1.747918416792e+02,4.570070930116e-02,-2.521975215087e-02,8.939529533515e+00
"                 506",-3.015191614577e+01,-8.777069953083e+00,1.658372520300e+02,-3.010671604130e+01,-8.802981722308e+00,1.747775798016e+02,4.520010446987e-02,-2.591176922516e-02,8.940327771581e+00
"                 507",-3.049090483589e+01,-9.082384653719e+00,1.658233608163e+02,-3.044651996940e+01,-9.109085947853e+00,1.747642597149e+02,4.438486648119e-02,-2.670129413400e-02,8.940898898564e+00
"                 508",-3.072050114676e+01,-9.593484942120e+00,1.657995547216e+02,-3.067649806325e+01,-9.620665041921e+00,1.747414587051e+02,4.400308351043e-02,-2.718009980089e-02,8.941903983558e+00
"                 509",-3.080515400288e+01,-1.022114486920e+01,1.657939850471e+02,-3.076177230875e+01,-1.024896471020e+01,1.747366014053e+02,4.338169412985e-02,-2.781984100802e-02,8.942616358268e+00
"                 510",-3.106872097026e+01,-1.083718726880e+01,1.658064242562e+02,-3.102555050831e+01,-1.086541859971e+01,1.747505920423e+02,4.317046194927e-02,-2.823133091161e-02,8.944167786070e+00
"                 511",-3.132563016704e+01,-1.132735390197e+01,1.658339032730e+02,-3.128291991680e+01,-1.135622377283e+01,1.747797125679e+02,4.271025023552e-02,-2.886987086135e-02,8.945809294844e+00
"                 512",-3.163129281381e+01,-1.152729253490e+01,1.658422691979e+02,-3.158851640618e+01,-1.155643271790e+01,1.747904254055e+02,4.277640762135e-02,-2.914018300200e-02,8.948156207618e+00
"                 513",-3.196460250398e+01,-1.169917677353e+01,1.658495554465e+02,-3.192204281028e+01,-1.172856010286e+01,1.747995677280e+02,4.255969370313e-02,-2.938332933207e-02,8.950012281538e+00
"                 514",-3.234700567603e+01,-1.202189388601e+01,1.658611106861e+02,-3.230420436328e+01,-1.205111013783e+01,1.748132532145e+02,4.280131274872e-02,-2.921625181748e-02,8.952142528445e+00
"                 515",-3.269950343466e+01,-1.254554763521e+01,1.658814313488e+02,-3.265692013287e+01,-1.257460115963e+01,1.748349429869e+02,4.258330178931e-02,-2.905352442694e-02,8.953511638114e+00
"                 516",-3.303257102833e+01,-1.308795433660e+01,1.658841091776e+02,-3.298972181598e+01,-1.311657441460e+01,1.748393341709e+02,4.284921235273e-02,-2.862007800172e-02,8.955224993315e+00
"                 517",-3.328083133887e+01,-1.359610945362e+01,1.658839982033e+02,-3.323807375590e+01,-1.362451156520e+01,1.748401833354e+02,4.275758297390e-02,-2.840211157519e-02,8.956185132145e+00
"                 518",-3.361533357278e+01,-1.411025288453e+01,1.658838603128e+02,-3.357201013068e+01,-1.413817718628e+01,1.748409435963e+02,4.332344209816e-02,-2.792430174381e-02,8.957083283493e+00
"                 519",-3.391534732877e+01,-1.455827379411e+01,1.658975365124e+02,-3.387181829821e+01,-1.458592079103e+01,1.748547590927e+02,4.352903056109e-02,-2.764699691834e-02,8.957222580328e+00
"                 520",-3.415052113854e+01,-1.492353969725e+01,1.659177824462e+02,-3.410621958436e+01,-1.495062271214e+01,1.748754103529e+02,4.430155418037e-02,-2.708301489008e-02,8.957627906722e+00
"                 521",-3.441118089394e+01,-1.507131138264e+01,1.659413392853e+02,-3.436632760751e+01,-1.509811733509e+01,1.748990582331e+02,4.485328643382e-02,-2.680595245797e-02,8.957718947759e+00
"                 522",-3.476158244498e+01,-1.537298219793e+01,1.659544251497e+02,-3.471559974244e+01,-1.539927822133e+01,1.749124972661e+02,4.598270254980e-02,-2.629602340419e-02,8.958072116438e+00
"                 523",-3.522428351381e+01,-1.575189551763e+01,1.659554479845e+02,-3.517770575257e+01,-1.577805094074e+01,1.749135281166e+02,4.657776124199e-02,-2.615542311232e-02,8.958080132095e+00
"                 524",-3.539736928393e+01,-1.623512544193e+01,1.659527454200e+02,-3.534984479503e+01,-1.626100381892e+01,1.749110370381e+02,4.752448890131e-02,-2.587837699032e-02,8.958291618046e+00
"                 525",-3.535573147335e+01,-1.677530535145e+01,1.659673146537e+02,-3.530770319793e+01,-1.680135961911e+01,1.749252307540e+02,4.802827541665e-02,-2.605426766009e-02,8.957916100226e+00
"                 526",-3.538519311780e+01,-1.719488519818e+01,1.659776271225e+02,-3.533620886266e+01,-1.722095474138e+01,1.749354364708e+02,4.898425513850e-02,-2.606954320852e-02,8.957809348278e+00
"                 527",-3.559087912307e+01,-1.747515856406e+01,1.659936478721e+02,-3.554146176616e+01,-1.750159076381e+01,1.749509396646e+02,4.941735691631e-02,-2.643219975686e-02,8.957291792510e+00
"                 528",-3.589467505702e+01,-1.779363775019e+01,1.659964672398e+02,-3.584450602623e+01,-1.782016521063e+01,1.749533964571e+02,5.016903078397e-02,-2.652746043318e-02,8.956929217257e+00
"                 529",-3.610914315712e+01,-1.801437976893e+01,1.659999891887e+02,-3.605880927255e+01,-1.804139516414e+01,1.749560116419e+02,5.033388457217e-02,-2.701539521065e-02,8.956022453154e+00
"                 530",-3.614160191127e+01,-1.807283498139e+01,1.659921340520e+02,-3.609075527748e+01,-1.810009931610e+01,1.749474226949e+02,5.084663378429e-02,-2.726433471553e-02,8.955288642911e+00
"                 531",-3.605265642554e+01,-1.813803461568e+01,1.659962558949e+02,-3.600162591411e+01,-1.816593348366e+01,1.749500296615e+02,5.103051143011e-02,-2.789886797497e-02,8.953773766569e+00
"                 532",-3.593886212782e+01,-1.843991242164e+01,1.659941128175e+02,-3.588713071771e+01,-1.846825621901e+01,1.749462775611e+02,5.173141010850e-02,-2.834379737508e-02,8.952164743660e+00
"                 533",-3.568168131717e+01,-1.890423543932e+01,1.659978771440e+02,-3.562961569732e+01,-1.893343624665e+01,1.749479419204e+02,5.206561984940e-02,-2.920080732969e-02,8.950064776412e+00
"                 534",-3.559531626973e+01,-1.927444342166e+01,1.659995197176e+02,-3.554248176693e+01,-1.930439087058e+01,1.749477991654e+02,5.283450279999e-02,-2.994744892091e-02,8.948279447830e+00
"                 535",-3.571418851886e+01,-1.933214483722e+01,1.660123385742e+02,-3.566108756769e+01,-1.936314070842e+01,1.749582815241e+02,5.310095116387e-02,-3.099587119471e-02,8.945942949979e+00
"                 536",-3.593623351346e+01,-1.943024101713e+01,1.660174952498e+02,-3.588255627276e+01,-1.946199090412e+01,1.749613596941e+02,5.367724069776e-02,-3.174988699773e-02,8.943864444310e+00
"                 537",-3.605402773903e+01,-1.975947132126e+01,1.660218196174e+02,-3.600037797969e+01,-1.979222413525e+01,1.749634003833e+02,5.364975934573e-02,-3.275281399186e-02,8.941580765947e+00
"                 538",-3.616540309530e+01,-2.014251720120e+01,1.660184358730e+02,-3.611154702291e+01,-2.017605998236e+01,1.749581261525e+02,5.385607239148e-02,-3.354278115346e-02,8.939690279441e+00
"                 539",-3.614175254631e+01,-2.037913813032e+01,1.660274327205e+02,-3.608812353662e+01,-2.041376040512e+01,1.749649028730e+02,5.362900968106e-02,-3.462227479771e-02,8.937470152446e+00
"                 540",-3.617319489069e+01,-2.065472726487e+01,1.660108843414e+02,-3.611934712653e+01,-2.069021735719e+01,1.749464127731e+02,5.384776415837e-02,-3.549009231268e-02,8.935528431753e+00
"                 541",-3.613120021024e+01,-2.114301076374e+01,1.659904789047e+02,-3.607755056914e+01,-2.117963789047e+01,1.749236811916e+02,5.364964109721e-02,-3.662712673301e-02,8.933202286861e+00
"                 542",-3.595033099929e+01,-2.163194498360e+01,1.659689941973e+02,-3.589649355529e+01,-2.166957415415e+01,1.749000274346e+02,5.383744400149e-02,-3.762917055207e-02,8.931033237307e+00
"                 543",-3.554671855011e+01,-2.196644062015e+01,1.659653879276e+02,-3.549300871022e+01,-2.200536529191e+01,1.748939896337e+02,5.370983989816e-02,-3.892467176127e-02,8.928601706055e+00
"                 544",-3.532483089224e+01,-2.204599722535e+01,1.659520584523e+02,-3.527073854541e+01,-2.208590832759e+01,1.748784638925e+02,5.409234682939e-02,-3.991110224138e-02,8.926405440257e+00
"                 545",-3.532339324497e+01,-2.207241810137e+01,1.659356554607e+02,-3.526931624872e+01,-2.211348333737e+01,1.748596783547e+02,5.407699624748e-02,-4.106523600335e-02,8.924022894045e+00
"                 546",-3.560744623825e+01,-2.236201287140e+01,1.659029343525e+02,-3.555321920434e+01,-2.240379803469e+01,1.748250777840e+02,5.422703390555e-02,-4.178516328413e-02,8.922143431532e+00
"                 547",-3.591670890997e+01,-2.280523301761e+01,1.658747848524e+02,-3.586298565597e+01,-2.284801477337e+01,1.747947948657e+02,5.372325399496e-02,-4.278175575496e-02,8.920010013317e+00
"                 548",-3.591400124976e+01,-2.309283225514e+01,1.658529001340e+02,-3.586059276708e+01,-2.313630046670e+01,1.747711272066e+02,5.340848267844e-02,-4.346821156564e-02,8.918227072659e+00
"                 549",-3.566116201868e+01,-2.323153564939e+01,1.658564418272e+02,-3.560839530435e+01,-2.327596437184e+01,1.747726303978e+02,5.276671433349e-02,-4.442872245021e-02,8.916188570624e+00
"                 550",-3.539888776112e+01,-2.327312278164e+01,1.658645966062e+02,-3.534631208845e+01,-2.331800469266e+01,1.747795323679e+02,5.257567267081e-02,-4.488191101664e-02,8.914935761701e+00
"                 551",-3.511866655296e+01,-2.335027834471e+01,1.658745172494e+02,-3.506646749721e+01,-2.339584813436e+01,1.747884575498e+02,5.219905574975e-02,-4.556978965037e-02,8.913940300449e+00
"                 552",-3.492240919218e+01,-2.366061482549e+01,1.658675479394e+02,-3.487012845512e+01,-2.370646914626e+01,1.747813952127e+02,5.228073705703e-02,-4.585432077929e-02,8.913847273283e+00
"                 553",-3.488627341778e+01,-2.406955166843e+01,1.658636723988e+02,-3.483403381996e+01,-2.411611203063e+01,1.747775698760e+02,5.223959781620e-02,-4.656036219343e-02,8.913897477158e+00
"                 554",-3.491540060861e+01,-2.425558187400e+01,1.658450350729e+02,-3.486280649337e+01,-2.430240535405e+01,1.747595001120e+02,5.259411523714e-02,-4.682348004602e-02,8.914465039097e+00
"                 555",-3.494377560882e+01,-2.432894027329e+01,1.658434723857e+02,-3.489124962720e+01,-2.437631957963e+01,1.747581097471e+02,5.252598162182e-02,-4.737930634106e-02,8.914637361380e+00
"                 556",-3.492119395289e+01,-2.441706240069e+01,1.658591751581e+02,-3.486845265606e+01,-2.446441172927e+01,1.747743148373e+02,5.274129682879e-02,-4.734932857285e-02,8.915139679203e+00
"                 557",-3.482182351672e+01,-2.456454356309e+01,1.658906506455e+02,-3.476923827909e+01,-2.461211143444e+01,1.748064652539e+02,5.258523763308e-02,-4.756787135639e-02,8.915814608453e+00
"                 558",-3.470853690650e+01,-2.487235531714e+01,1.659180552791e+02,-3.465560403498e+01,-2.491963621341e+01,1.748351759817e+02,5.293287151385e-02,-4.728089626859e-02,8.917120702675e+00
"                 559",-3.454347433866e+01,-2.515606294937e+01,1.659422640330e+02,-3.449045031283e+01,-2.520338167555e+01,1.748606401923e+02,5.302402582963e-02,-4.731872618047e-02,8.918376159262e+00
"                 560",-3.451737146869e+01,-2.531122524919e+01,1.659538691022e+02,-3.446387109087e+01,-2.535807872052e+01,1.748736678485e+02,5.350037781622e-02,-4.685347133645e-02,8.919798746232e+00
"                 561",-3.467379511956e+01,-2.536422432221e+01,1.659680127884e+02,-3.462022272468e+01,-2.541091238096e+01,1.748889962177e+02,5.357239488330e-02,-4.668805875498e-02,8.920983429324e+00
"                 562",-3.490428145351e+01,-2.544060084681e+01,1.659866012396e+02,-3.485036978466e+01,-2.548670504868e+01,1.749089597810e+02,5.391166885321e-02,-4.610420186995e-02,8.922358541449e+00
"                 563",-3.493604096564e+01,-2.573256720973e+01,1.660174193360e+02,-3.488217550997e+01,-2.577849414072e+01,1.749407770373e+02,5.386545567509e-02,-4.592693099272e-02,8.923357701296e+00
"                 564",-3.495441016993e+01,-2.614647307713e+01,1.660427292121e+02,-3.490028052028e+01,-2.619186114395e+01,1.749670373074e+02,5.412964964042e-02,-4.538806682350e-02,8.924308095296e+00
"                 565",-3.504896381235e+01,-2.646736646946e+01,1.660628761625e+02,-3.499487885745e+01,-2.651268229000e+01,1.749876713627e+02,5.408495490301e-02,-4.531582053893e-02,8.924795200192e+00
"                 566",-3.517705059434e+01,-2.656009383632e+01,1.660734384088e+02,-3.512280529867e+01,-2.660495491701e+01,1.749986215921e+02,5.424529566571e-02,-4.486108069014e-02,8.925183183297e+00
"                 567",-3.513526608029e+01,-2.662782763833e+01,1.660958331960e+02,-3.508116862452e+01,-2.667261310643e+01,1.750208630853e+02,5.409745577682e-02,-4.478546810984e-02,8.925029889231e+00
"                 568",-3.506276342928e+01,-2.680785514817e+01,1.661305480269e+02,-3.500859783377e+01,-2.685215315674e+01,1.750553667988e+02,5.416559551390e-02,-4.429800856873e-02,8.924818771835e+00
"                 569",-3.498290036638e+01,-2.710105677382e+01,1.661768788428e+02,-3.492889098964e+01,-2.714531959813e+01,1.751014232749e+02,5.400937673691e-02,-4.426282430641e-02,8.924544432028e+00
"                 570",-3.507784706058e+01,-2.730617470632e+01,1.662027986922e+02,-3.502378178535e+01,-2.735017734452e+01,1.751274910803e+02,5.406527522432e-02,-4.400263819361e-02,8.924692388107e+00
"                 571",-3.520659702223e+01,-2.737517148326e+01,1.662238628765e+02,-3.515273735920e+01,-2.741922167194e+01,1.751484423230e+02,5.385966302214e-02,-4.405018868302e-02,8.924579446575e+00
"                 572",-3.521344318809e+01,-2.749312461603e+01,1.662376520312e+02,-3.515962989881e+01,-2.753684844855e+01,1.751623111600e+02,5.381328927811e-02,-4.372383251645e-02,8.924659128764e+00
"                 573",-3.520128596040e+01,-2.755280979123e+01,1.662635676597e+02,-3.514772064507e+01,-2.759670554651e+01,1.751881192006e+02,5.356531532199e-02,-4.389575527981e-02,8.924551540852e+00
"                 574",-3.519891736305e+01,-2.768767905179e+01,1.662856529047e+02,-3.514549137228e+01,-2.773127429870e+01,1.752104439784e+02,5.342599077416e-02,-4.359524691127e-02,8.924791073746e+00
"                 575",-3.513748513313e+01,-2.774308787609e+01,1.663213383758e+02,-3.508439317494e+01,-2.778683067160e+01,1.752461442071e+02,5.309195818772e-02,-4.374279550682e-02,8.924805831336e+00
"                 576",-3.517992961593e+01,-2.792684212154e+01,1.663657838817e+02,-3.512693376481e+01,-2.797032696553e+01,1.752909943951e+02,5.299585111710e-02,-4.348484398582e-02,8.925210513395e+00
"                 577",-3.515933339890e+01,-2.816549131387e+01,1.664076078520e+02,-3.510668867701e+01,-2.820919262486e+01,1.753332225758e+02,5.264472188851e-02,-4.370131099280e-02,8.925614723765e+00
"                 578",-3.515398965193e+01,-2.827065065504e+01,1.664333111521e+02,-3.510148233394e+01,-2.831421767424e+01,1.753596383272e+02,5.250731799104e-02,-4.356701919226e-02,8.926327175116e+00
"                 579",-3.508046984521e+01,-2.814447874195e+01,1.664502508100e+02,-3.502829933390e+01,-2.818827800133e+01,1.753771289937e+02,5.217051131317e-02,-4.379925938517e-02,8.926878183669e+00
"                 580",-3.519500378458e+01,-2.798947490623e+01,1.664587258763e+02,-3.514285103328e+01,-2.803326067679e+01,1.753865149747e+02,5.215275130106e-02,-4.378577056494e-02,8.927789098350e+00
"                 581",-3.526110547665e+01,-2.795236765354e+01,1.664877399844e+02,-3.520912158149e+01,-2.799648709798e+01,1.754161264562e+02,5.198389515736e-02,-4.411944443781e-02,8.928386471778e+00
"                 582",-3.535098045341e+01,-2.798320025874e+01,1.665328438341e+02,-3.529882071643e+01,-2.802739214776e+01,1.754621745129e+02,5.215973697232e-02,-4.419188902060e-02,8.929330678838e+00
"                 583",-3.538028094018e+01,-2.808295434789e+01,1.665870564247e+02,-3.532817245337e+01,-2.812759330581e+01,1.755173621854e+02,5.210848680722e-02,-4.463895792005e-02,8.930305760730e+00
"                 584",-3.533101842230e+01,-2.820032236327e+01,1.666243909632e+02,-3.527870403754e+01,-2.824502147132e+01,1.755559986391e+02,5.231438475896e-02,-4.469910804204e-02,8.931607675975e+00
"                 585",-3.511172785179e+01,-2.828905441378e+01,1.666469696458e+02,-3.505944893651e+01,-2.833414055563e+01,1.755799310053e+02,5.227891528014e-02,-4.508614184618e-02,8.932961359462e+00
"                 586",-3.503755629435e+01,-2.825972969220e+01,1.666628617596e+02,-3.498488616520e+01,-2.830493620738e+01,1.755976137387e+02,5.267012914362e-02,-4.520651517267e-02,8.934751979187e+00
"                 587",-3.501079917903e+01,-2.811133637514e+01,1.666862075831e+02,-3.495789905358e+01,-2.815682484647e+01,1.756226104492e+02,5.290012544771e-02,-4.548847133475e-02,8.936402866111e+00
"                 588",-3.516603878040e+01,-2.808016470894e+01,1.667183046780e+02,-3.511254871143e+01,-2.812556352434e+01,1.756570236809e+02,5.349006897176e-02,-4.539881540464e-02,8.938719002911e+00
"                 589",-3.526713622959e+01,-2.817058584792e+01,1.667519675525e+02,-3.521334895300e+01,-2.821619142296e+01,1.756931631007e+02,5.378727659582e-02,-4.560557503649e-02,8.941195548218e+00
"                 590",-3.527027014515e+01,-2.820494613882e+01,1.667835649907e+02,-3.521582965515e+01,-2.825033154202e+01,1.757277196563e+02,5.444049000095e-02,-4.538540320332e-02,8.944154665591e+00
"                 591",-3.511891730506e+01,-2.815124963943e+01,1.668174689194e+02,-3.506408015899e+01,-2.819668654044e+01,1.757646186453e+02,5.483714606892e-02,-4.543690100577e-02,8.947149725887e+00
"                 592",-3.487358964186e+01,-2.800594968875e+01,1.668345864977e+02,-3.481794288411e+01,-2.805089633591e+01,1.757851869861e+02,5.564675774163e-02,-4.494664716333e-02,8.950600488427e+00
"                 593",-3.468786919936e+01,-2.790579584971e+01,1.668653004118e+02,-3.463159160885e+01,-2.795039222013e+01,1.758188802700e+02,5.627759051409e-02,-4.459637041718e-02,8.953579858193e+00
"                 594",-3.471755894258e+01,-2.788047965848e+01,1.668913402942e+02,-3.466034385596e+01,-2.792421108266e+01,1.758481312814e+02,5.721508661991e-02,-4.373142417493e-02,8.956790987163e+00
"                 595",-3.479951946199e+01,-2.776612372457e+01,1.669165368986e+02,-3.474180450782e+01,-2.780914464277e+01,1.758764120728e+02,5.771495417057e-02,-4.302091820437e-02,8.959875174213e+00
"                 596",-3.475101388247e+01,-2.762626932398e+01,1.669353868998e+02,-3.469258502547e+01,-2.766811101905e+01,1.758983498331e+02,5.842885699389e-02,-4.184169507730e-02,8.962962933247e+00
"                 597",-3.453702636159e+01,-2.757486427906e+01,1.669759834752e+02,-3.447820158480e+01,-2.761576382904e+01,1.759416856634e+02,5.882477678861e-02,-4.089954997612e-02,8.965702188195e+00
"                 598",-3.432480419119e+01,-2.752226455762e+01,1.670225337400e+02,-3.426523034252e+01,-2.756179843746e+01,1.759914083892e+02,5.957384866223e-02,-3.953387984354e-02,8.968874649176e+00
"                 599",-3.409182347575e+01,-2.750179787891e+01,1.670695780870e+02,-3.403180613031e+01,-2.754032588871e+01,1.760413203049e+02,6.001734543823e-02,-3.852800980053e-02,8.971742217885e+00
"                 600",-3.392195849471e+01,-2.744669861027e+01,1.670970596369e+02,-3.386119653159e+01,-2.748402408879e+01,1.760720037547e+02,6.076196312129e-02,-3.732547851959e-02,8.974944117747e+00
"                 601",-3.394728047744e+01,-2.743617319608e+01,1.671284798374e+02,-3.388615886890e+01,-2.747266873365e+01,1.761062102331e+02,6.112160854358e-02,-3.649553756209e-02,8.977730395693e+00
"                 602",-3.411074539401e+01,-2.748072656365e+01,1.671675310430e+02,-3.404898556902e+01,-2.751618682497e+01,1.761481837852e+02,6.175982499134e-02,-3.546026131382e-02,8.980652742138e+00
"                 603",-3.426095095484e+01,-2.759321859105e+01,1.672196006128e+02,-3.419904087848e+01,-2.762811317897e+01,1.762026551577e+02,6.191007635522e-02,-3.489458792067e-02,8.983054544835e+00
"                 604",-3.419658193471e+01,-2.759948644619e+01,1.672781850945e+02,-3.413440133925e+01,-2.763373156962e+01,1.762639721087e+02,6.218059545321e-02,-3.424512343473e-02,8.985787014211e+00
"                 605",-3.390892404002e+01,-2.743820758063e+01,1.673373494052e+02,-3.384694275208e+01,-2.747219421397e+01,1.763256535454e+02,6.198128794238e-02,-3.398663334156e-02,8.988304140209e+00
"                 606",-3.361390476001e+01,-2.744383001895e+01,1.673816868974e+02,-3.355178636239e+01,-2.747751385609e+01,1.763725868331e+02,6.211839762371e-02,-3.368383714345e-02,8.990899935749e+00
"                 607",-3.347387332672e+01,-2.770644930366e+01,1.674318602991e+02,-3.341185632349e+01,-2.774019738210e+01,1.764245365857e+02,6.201700322677e-02,-3.374807843979e-02,8.992676286615e+00
"                 608",-3.354305921620e+01,-2.792753937604e+01,1.674982643349e+02,-3.348090251296e+01,-2.796141531387e+01,1.764926946223e+02,6.215670324101e-02,-3.387593782952e-02,8.994430287362e+00
"                 609",-3.353855334231e+01,-2.804830661856e+01,1.675655783295e+02,-3.347665146477e+01,-2.808275945927e+01,1.765613317508e+02,6.190187754358e-02,-3.445284071127e-02,8.995753421222e+00
"                 610",-3.340209900854e+01,-2.818149097121e+01,1.676182700276e+02,-3.334026798917e+01,-2.821652260775e+01,1.766154798637e+02,6.183101937068e-02,-3.503163653873e-02,8.997209836101e+00
"                 611",-3.333639526872e+01,-2.823932420945e+01,1.676809997390e+02,-3.327485939402e+01,-2.827516882922e+01,1.766789520461e+02,6.153587469981e-02,-3.584461977181e-02,8.997952307158e+00
"                 612",-3.334741929535e+01,-2.827842037213e+01,1.677548832647e+02,-3.328595337762e+01,-2.831502783605e+01,1.767537182269e+02,6.146591772783e-02,-3.660746392318e-02,8.998834962222e+00
"                 613",-3.337612499264e+01,-2.837149150926e+01,1.678470198415e+02,-3.331494957651e+01,-2.840913003864e+01,1.768465513081e+02,6.117541613409e-02,-3.763852937767e-02,8.999531466642e+00
"                 614",-3.331229233006e+01,-2.868477803697e+01,1.679269428500e+02,-3.325126686899e+01,-2.872344425875e+01,1.769275802642e+02,6.102546106917e-02,-3.866622177710e-02,9.000637414126e+00
"                 615",-3.324682235867e+01,-2.912643965406e+01,1.679926892854e+02,-3.318616468568e+01,-2.916644307816e+01,1.769939978923e+02,6.065767298478e-02,-4.000342410362e-02,9.001308606977e+00
"                 616",-3.330921754695e+01,-2.946383028516e+01,1.680448983350e+02,-3.324884622451e+01,-2.950514157775e+01,1.770469503045e+02,6.037132244374e-02,-4.131129259232e-02,9.002051969453e+00
"                 617",-3.344806823724e+01,-2.958619829662e+01,1.681040946223e+02,-3.338824101430e+01,-2.962894353694e+01,1.771064389182e+02,5.982722294049e-02,-4.274524032146e-02,9.002344295847e+00
"                 618",-3.369510311500e+01,-2.970211697685e+01,1.681620750452e+02,-3.363577307447e+01,-2.974616725901e+01,1.771646832341e+02,5.933004053375e-02,-4.405028215229e-02,9.002608188940e+00
"                 619",-3.392495950832e+01,-3.002606611794e+01,1.682198271525e+02,-3.386641798696e+01,-3.007166469278e+01,1.772220582233e+02,5.854152136039e-02,-4.559857484224e-02,9.002231070790e+00
"                 620",-3.401411835447e+01,-3.047388454627e+01,1.682790106856e+02,-3.395629624702e+01,-3.052102620034e+01,1.772811180312e+02,5.782210745284e-02,-4.714165407022e-02,9.002107345656e+00
"                 621",-3.398319724899e+01,-3.067144461158e+01,1.683424435522e+02,-3.392620219319e+01,-3.072035987722e+01,1.773444534094e+02,5.699505580178e-02,-4.891526564137e-02,9.002009857201e+00
"                 622",-3.408810555584e+01,-3.067658039304e+01,1.684059639449e+02,-3.403173712866e+01,-3.072700579267e+01,1.774082592799e+02,5.636842717846e-02,-5.042539963219e-02,9.002295334940e+00
"                 623",-3.423296499102e+01,-3.072752633621e+01,1.684586177353e+02,-3.417729953798e+01,-3.077943138491e+01,1.774613070125e+02,5.566545304241e-02,-5.190504869878e-02,9.002689277179e+00
"                 624",-3.427956119023e+01,-3.097475121060e+01,1.685056928689e+02,-3.422437441415e+01,-3.102789613990e+01,1.775091257672e+02,5.518677608000e-02,-5.314492930075e-02,9.003432898317e+00
"                 625",-3.412505966449e+01,-3.133483005100e+01,1.685576435980e+02,-3.407052361457e+01,-3.138927435439e+01,1.775615448799e+02,5.453604992427e-02,-5.444430339362e-02,9.003901281904e+00
"                 626",-3.419051421777e+01,-3.164175772281e+01,1.686184537698e+02,-3.413638464730e+01,-3.169708728793e+01,1.776229199641e+02,5.412957046950e-02,-5.532956511571e-02,9.004466194251e+00
